----------------------------------------------------------------------------------------------------
                              INDIANA -- INDISTINGUISHABILITY ANALYSIS                              

                              INDIANA -- INDISTINGUISHABILITY ANALYSIS                              

                                      Ruhr-Universität Bochum                                      
                              Pascal Sasdrich (pascal.sasdrich@rub.de)                              
                        Jan Richter-Brockmann (jan.richter-brockmann@rub.de)                        

                                         Copyright (c) 2025                                         
                                           Pascal Sasdrich                                          
                                        Jan Richter-Brockmann                                       

                                         All rights reserved                                       
----------------------------------------------------------------------------------------------------


  TIME [s]    SERVICE          CONFIGURATION         INFO: CELL LIBRARY
----------------------------------------------------------------------------------------------------
     0.001    PARSER           CELLLIB               source: cell/nang45.txt
     0.001    PARSER           CELLLIB               Parsed cell library with 14 gate type(s). 
----------------------------------------------------------------------------------------------------
     0.001    PARSER           CELLLIB               [1;32mSUCCESS[0m


  TIME [s]    SERVICE          CONFIGURATION         INFO: DESIGN UNDER TEST
----------------------------------------------------------------------------------------------------
    59.336    PARSER           VERILOG               source: test/indistinguishability/case-studies-paper/skinny128/skinny128-single-round-hpc2-d2.v
    59.337    PARSER           VERILOG               	module(s) : 1
    59.337    PARSER           VERILOG               	gate(s)   : 13033
    59.337    PARSER           VERILOG               	 - comb.  : 5737
    59.337    PARSER           VERILOG               	 - seq.   : 7296
    59.337    PARSER           VERILOG               	wire(s)   : 14196
    59.337    PARSER           VERILOG               	pin(s)    : 47296
    59.337    PARSER           VERILOG               WARNING: detected 196 unconnected wires!
    59.337    PARSER           VERILOG               WARNING: detected 7489 unconnected pins!
----------------------------------------------------------------------------------------------------
    59.337    PARSER           VERILOG               [1;32mSUCCESS[0m


  TIME [s]    SERVICE          CONFIGURATION         INFO: ANNOTATIONS
----------------------------------------------------------------------------------------------------
    59.351    PREPROCESSOR     ANNOTATION            1 input wire was tagged as clock input.
    59.351    PREPROCESSOR     ANNOTATION            0 input wires were tagged as control inputs.
    59.351    PREPROCESSOR     ANNOTATION            WARNING: 1 wire could not be tagged as control input in the MUT.
    59.351    PREPROCESSOR     ANNOTATION            	RESET
    59.351    PREPROCESSOR     ANNOTATION            384 input wires were tagged as refresh inputs.
    59.351    PREPROCESSOR     ANNOTATION            0 output wires were tagged as error flags.
    59.351    PREPROCESSOR     ANNOTATION            0 input wires were tagged with PIIDs.
    59.351    PREPROCESSOR     ANNOTATION            960 wires were tagged with a share domain.
    59.351    PREPROCESSOR     ANNOTATION            960 wires were tagged with a share index.
    59.351    PREPROCESSOR     ANNOTATION            WARNING: 192 wires could not be identified in the MUT.
    59.351    PREPROCESSOR     ANNOTATION            	ROUND_KEY1[0]
    59.351    PREPROCESSOR     ANNOTATION            	ROUND_KEY2[0]
    59.351    PREPROCESSOR     ANNOTATION            	ROUND_KEY3[0]
    59.351    PREPROCESSOR     ANNOTATION            	ROUND_KEY1[1]
    59.351    PREPROCESSOR     ANNOTATION            	ROUND_KEY2[1]
    59.351    PREPROCESSOR     ANNOTATION            	ROUND_KEY3[1]
    59.351    PREPROCESSOR     ANNOTATION            	ROUND_KEY1[2]
    59.351    PREPROCESSOR     ANNOTATION            	ROUND_KEY2[2]
    59.351    PREPROCESSOR     ANNOTATION            	ROUND_KEY3[2]
    59.351    PREPROCESSOR     ANNOTATION            	ROUND_KEY1[3]
    59.351    PREPROCESSOR     ANNOTATION            	ROUND_KEY2[3]
    59.351    PREPROCESSOR     ANNOTATION            	ROUND_KEY3[3]
    59.351    PREPROCESSOR     ANNOTATION            	ROUND_KEY1[4]
    59.351    PREPROCESSOR     ANNOTATION            	ROUND_KEY2[4]
    59.351    PREPROCESSOR     ANNOTATION            	ROUND_KEY3[4]
    59.351    PREPROCESSOR     ANNOTATION            	ROUND_KEY1[5]
    59.351    PREPROCESSOR     ANNOTATION            	ROUND_KEY2[5]
    59.351    PREPROCESSOR     ANNOTATION            	ROUND_KEY3[5]
    59.351    PREPROCESSOR     ANNOTATION            	ROUND_KEY1[6]
    59.351    PREPROCESSOR     ANNOTATION            	ROUND_KEY2[6]
    59.351    PREPROCESSOR     ANNOTATION            	ROUND_KEY3[6]
    59.351    PREPROCESSOR     ANNOTATION            	ROUND_KEY1[7]
    59.351    PREPROCESSOR     ANNOTATION            	ROUND_KEY2[7]
    59.351    PREPROCESSOR     ANNOTATION            	ROUND_KEY3[7]
    59.351    PREPROCESSOR     ANNOTATION            	ROUND_KEY1[8]
    59.351    PREPROCESSOR     ANNOTATION            	ROUND_KEY2[8]
    59.351    PREPROCESSOR     ANNOTATION            	ROUND_KEY3[8]
    59.351    PREPROCESSOR     ANNOTATION            	ROUND_KEY1[9]
    59.351    PREPROCESSOR     ANNOTATION            	ROUND_KEY2[9]
    59.351    PREPROCESSOR     ANNOTATION            	ROUND_KEY3[9]
    59.351    PREPROCESSOR     ANNOTATION            	ROUND_KEY1[10]
