----------------------------------------------------------------------------------------------------
                              INDIANA -- INDISTINGUISHABILITY ANALYSIS                              

                              INDIANA -- INDISTINGUISHABILITY ANALYSIS                              

                                      Ruhr-Universität Bochum                                      
                              Pascal Sasdrich (pascal.sasdrich@rub.de)                              
                        Jan Richter-Brockmann (jan.richter-brockmann@rub.de)                        

                                         Copyright (c) 2025                                         
                                           Pascal Sasdrich                                          
                                        Jan Richter-Brockmann                                       

                                         All rights reserved                                       
----------------------------------------------------------------------------------------------------


  TIME [s]    SERVICE          CONFIGURATION         INFO: CELL LIBRARY
----------------------------------------------------------------------------------------------------
     0.001    PARSER           CELLLIB               source: cell/nang45.txt
     0.001    PARSER           CELLLIB               Parsed cell library with 14 gate type(s). 
----------------------------------------------------------------------------------------------------
     0.001    PARSER           CELLLIB               [1;32mSUCCESS[0m


  TIME [s]    SERVICE          CONFIGURATION         INFO: DESIGN UNDER TEST
----------------------------------------------------------------------------------------------------
    29.433    PARSER           VERILOG               source: test/indistinguishability/case-studies-paper/skinny128/skinny128-single-round-hpc1-d2.v
    29.433    PARSER           VERILOG               	module(s) : 1
    29.433    PARSER           VERILOG               	gate(s)   : 9705
    29.434    PARSER           VERILOG               	 - comb.  : 4329
    29.434    PARSER           VERILOG               	 - seq.   : 5376
    29.434    PARSER           VERILOG               	wire(s)   : 11124
    29.434    PARSER           VERILOG               	pin(s)    : 36032
    29.434    PARSER           VERILOG               WARNING: detected 196 unconnected wires!
    29.434    PARSER           VERILOG               WARNING: detected 5569 unconnected pins!
----------------------------------------------------------------------------------------------------
    29.434    PARSER           VERILOG               [1;32mSUCCESS[0m


  TIME [s]    SERVICE          CONFIGURATION         INFO: ANNOTATIONS
----------------------------------------------------------------------------------------------------
    29.444    PREPROCESSOR     ANNOTATION            1 input wire was tagged as clock input.
    29.444    PREPROCESSOR     ANNOTATION            0 input wires were tagged as control inputs.
    29.444    PREPROCESSOR     ANNOTATION            WARNING: 1 wire could not be tagged as control input in the MUT.
    29.444    PREPROCESSOR     ANNOTATION            	RESET
    29.444    PREPROCESSOR     ANNOTATION            640 input wires were tagged as refresh inputs.
    29.444    PREPROCESSOR     ANNOTATION            0 output wires were tagged as error flags.
    29.444    PREPROCESSOR     ANNOTATION            0 input wires were tagged with PIIDs.
    29.444    PREPROCESSOR     ANNOTATION            960 wires were tagged with a share domain.
    29.444    PREPROCESSOR     ANNOTATION            960 wires were tagged with a share index.
    29.444    PREPROCESSOR     ANNOTATION            WARNING: 192 wires could not be identified in the MUT.
    29.444    PREPROCESSOR     ANNOTATION            	ROUND_KEY1[0]
    29.444    PREPROCESSOR     ANNOTATION            	ROUND_KEY2[0]
    29.444    PREPROCESSOR     ANNOTATION            	ROUND_KEY3[0]
    29.444    PREPROCESSOR     ANNOTATION            	ROUND_KEY1[1]
    29.444    PREPROCESSOR     ANNOTATION            	ROUND_KEY2[1]
    29.444    PREPROCESSOR     ANNOTATION            	ROUND_KEY3[1]
    29.444    PREPROCESSOR     ANNOTATION            	ROUND_KEY1[2]
    29.444    PREPROCESSOR     ANNOTATION            	ROUND_KEY2[2]
    29.444    PREPROCESSOR     ANNOTATION            	ROUND_KEY3[2]
    29.444    PREPROCESSOR     ANNOTATION            	ROUND_KEY1[3]
    29.444    PREPROCESSOR     ANNOTATION            	ROUND_KEY2[3]
    29.444    PREPROCESSOR     ANNOTATION            	ROUND_KEY3[3]
    29.444    PREPROCESSOR     ANNOTATION            	ROUND_KEY1[4]
    29.444    PREPROCESSOR     ANNOTATION            	ROUND_KEY2[4]
    29.444    PREPROCESSOR     ANNOTATION            	ROUND_KEY3[4]
    29.444    PREPROCESSOR     ANNOTATION            	ROUND_KEY1[5]
    29.444    PREPROCESSOR     ANNOTATION            	ROUND_KEY2[5]
    29.444    PREPROCESSOR     ANNOTATION            	ROUND_KEY3[5]
    29.444    PREPROCESSOR     ANNOTATION            	ROUND_KEY1[6]
    29.444    PREPROCESSOR     ANNOTATION            	ROUND_KEY2[6]
    29.444    PREPROCESSOR     ANNOTATION            	ROUND_KEY3[6]
    29.444    PREPROCESSOR     ANNOTATION            	ROUND_KEY1[7]
    29.444    PREPROCESSOR     ANNOTATION            	ROUND_KEY2[7]
    29.444    PREPROCESSOR     ANNOTATION            	ROUND_KEY3[7]
    29.444    PREPROCESSOR     ANNOTATION            	ROUND_KEY1[8]
    29.444    PREPROCESSOR     ANNOTATION            	ROUND_KEY2[8]
    29.444    PREPROCESSOR     ANNOTATION            	ROUND_KEY3[8]
    29.444    PREPROCESSOR     ANNOTATION            	ROUND_KEY1[9]
    29.444    PREPROCESSOR     ANNOTATION            	ROUND_KEY2[9]
    29.444    PREPROCESSOR     ANNOTATION            	ROUND_KEY3[9]
    29.444    PREPROCESSOR     ANNOTATION            	ROUND_KEY1[10]
